DropGroupId,Description,DropPolicy,PickCount,ItemId,Weight,Chance,MinQty,MaxQty,MinStageLevel,MaxStageLevel,IsGuaranteed
DROP_GOBLINWARRIOR_001,전사고블린 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,1,0,FALSE
DROP_GOBLINWARRIOR_001,전사고블린 드롭 테이블,RollEachWithChance,1,MAT_WEAPON_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_GOBLINWARRIOR_001,전사고블린 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,100,120,1,0,FALSE
DROP_GRAPE_001,그레이프 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,8,0,FALSE
DROP_GRAPE_001,그레이프 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_GRAPE_001,그레이프 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,60,80,1,0,FALSE
DROP_LADYBUG_001,무당벌레 드롭 테이블,RollEachWithChance,1,GEN_EQUIP_D_C,0,0.3,1,1,1,0,FALSE
DROP_LADYBUG_001,무당벌레 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_LADYBUG_001,무당벌레 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.65,60,80,1,0,FALSE
DROP_MIMIC_001,미믹 드롭 테이블,RollEachWithChance,1,GEN_EQUIP_D_C,0,0.3,1,1,1,0,FALSE
DROP_MIMIC_001,미믹 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_MIMIC_001,미믹 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.65,150,200,1,0,FALSE
DROP_MUSHROOM_001,버섯 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,1,0,FALSE
DROP_MUSHROOM_001,버섯 드롭 테이블,RollEachWithChance,1,MAT_ACCESSORY_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_MUSHROOM_001,버섯 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,80,100,1,0,FALSE
DROP_PLANTS_001,식물몬스터 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.2,1,1,8,0,FALSE
DROP_PLANTS_001,식물몬스터 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_PLANTS_001,식물몬스터 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,80,100,1,0,FALSE
DROP_RABBIT_001,토끼 드롭 테이블 (레벨 1~5),RollEachWithChance,1,GEN_EQUIP_D_C,0,0.3,1,1,1,0,FALSE
DROP_RABBIT_001,토끼 드롭 테이블 (레벨 1~5),RollEachWithChance,1,MAT_WEAPON_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_RABBIT_001,토끼 드롭 테이블 (레벨 1~5),RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,40,50,1,0,FALSE
DROP_SCORPION_RED_001,붉은전갈 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,1,0,FALSE
DROP_SCORPION_RED_001,붉은전갈 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_SCORPION_RED_001,붉은전갈 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.65,100,120,1,0,FALSE
DROP_SPHINX_001,스핑크스 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,1,0,FALSE
DROP_SPHINX_001,스핑크스 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_SPHINX_001,스핑크스 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.65,100,120,1,0,FALSE
DROP_SPIDER_001,스파이더 드롭 테이블 (레벨 5~15),RollEachWithChance,1,GEN_EQUIP,0,0.4,1,1,5,0,FALSE
DROP_SPIDER_001,스파이더 드롭 테이블 (레벨 5~15),RollEachWithChance,1,MAT_ARMOR_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_SPIDER_001,스파이더 드롭 테이블 (레벨 5~15),RollEachWithChance,1,ITEM_GOLD_COIN,0,0.6,60,80,1,0,FALSE
DROP_STONEGOLEM_001,스톤골렘 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.2,1,1,5,0,FALSE
DROP_STONEGOLEM_001,스톤골렘 드롭 테이블,RollEachWithChance,1,MAT_WEAPON_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_STONEGOLEM_001,스톤골렘 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,120,140,1,0,FALSE
DROP_WATERGOLEM_001,물골렘 드롭 테이블,RollEachWithChance,1,GEN_EQUIP,0,0.3,1,1,5,0,FALSE
DROP_WATERGOLEM_001,물골렘 드롭 테이블,RollEachWithChance,1,MAT_WEAPON_FRAGMENT,0,0.2,1,1,1,0,FALSE
DROP_WATERGOLEM_001,물골렘 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.7,120,140,1,0,FALSE
DROP_ELITEBOAR_001,엘리트 멧돼지 드롭 테이블,RollEachWithChance,1,GEN_EQUIP_C_C,0,0.45,1,3,1,0,FALSE
DROP_ELITEBOAR_001,엘리트 멧돼지 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CRYSTAL,0,0.2,1,2,1,0,FALSE
DROP_ELITEBOAR_001,엘리트 멧돼지 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CORE,0,0.2,1,2,15,0,FALSE
DROP_ELITEBOAR_001,엘리트 멧돼지 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.8,300,400,1,0,FALSE
DROP_ELITEORC_001,엘리트 오크 드롭 테이블,RollEachWithChance,1,GEN_EQUIP_C_B,0,0.45,1,3,5,0,FALSE
DROP_ELITEORC_001,엘리트 오크 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CRYSTAL,0,0.2,1,2,1,0,FALSE
DROP_ELITEORC_001,엘리트 오크 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CORE,0,0.2,1,2,15,0,FALSE
DROP_ELITEORC_001,엘리트 오크 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.8,400,500,1,0,FALSE
DROP_ELITESANDGOLEM_001,엘리트 샌드골렘 드롭 테이블,RollEachWithChance,1,GEN_EQUIP_B_A,0,0.45,1,3,12,0,FALSE
DROP_ELITESANDGOLEM_001,엘리트 샌드골렘 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CRYSTAL,0,0.2,1,2,1,0,FALSE
DROP_ELITESANDGOLEM_001,엘리트 샌드골렘 드롭 테이블,RollEachWithChance,1,MAT_ARMOR_CORE,0,0.2,1,2,15,0,FALSE
DROP_ELITESANDGOLEM_001,엘리트 샌드골렘 드롭 테이블,RollEachWithChance,1,ITEM_GOLD_COIN,0,0.8,500,700,1,0,FALSE
